record_kind	target_no	scope_group	country_en	country_ja	country_slug	racing_system	racing_code	race_name	race_name_local	classification_scheme	grade_raw	recognition_scope	ics_part	race_type	surface	distance_m	distance_text	eligibility	usual_month	date_2026	racecourse	purse_2026	currency	purse_basis	source_url	source_kind	last_checked	research_status	notes
race	09	v0_candidate	Bahrain	バーレーン	bahrain	Bahrain Turf Club	thoroughbred_flat	Bahrain International Trophy		IFHA	G1	international	I	flat	turf	2000		3yo+	November	2026-11-13	Bahrain Turf Club	1500000	USD	total	https://bahrainturfclub.com/racing/bahrain-international-trophy	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	03	v0_candidate	Turkey	トルコ	turkey	TJK Thoroughbred	thoroughbred_flat	Gazi Koşusu	Gazi Koşusu	TJK	G1	domestic	II	flat	turf	2400		3yo	June	2026-06-28	Veliefendi	50000000	TRY	first_prize	https://www.tjk.org/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; verify whether figure is first prize/total.
race	16	v0_candidate	South Africa	南アフリカ	south-africa	South African Thoroughbred	thoroughbred_flat	Hollywoodbets Durban July		NHA/IFHA	G1	international	I	flat	turf	2200			July	2026-07-04	Greyville	10000000	ZAR	total	https://www.goldcircle.co.za/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	17	v0_candidate	Uruguay	ウルグアイ	uruguay	Uruguay Thoroughbred	thoroughbred_flat	Gran Premio José Pedro Ramírez		IFHA	G1	international	I	flat	dirt	2400			January	2026-01-06	Maroñas		UYU		https://www.maronas.com.uy/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; purse to verify.
race	18	v0_candidate	Sweden	スウェーデン	sweden	Swedish Trot	harness_trot	Elitloppet		Swedish Trotting/UET	International elite trot	international		harness_trot	track	1609	1 mile approx.	open	May	2026-05-31	Solvalla	5000000	SEK	first_prize	https://www.elitloppet.se/en/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	46	v0_1_candidate	Finland	フィンランド	finland	Finnish Trot	harness_trot	Finlandia-Ajo		Suomen Hippos/UET	International trot	international		harness_trot	track	1620			May	2026-05-10	Vermo	100000	EUR	first_prize	https://vermo.fi/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	29	v0_1_candidate	United Kingdom	イギリス	united-kingdom	British Thoroughbred	thoroughbred_flat	The Derby		BHA/IFHA	G1	international	I	flat	turf	2423	1m 4f 10y	3yo	June	2026-06-06	Epsom Downs	2000000	GBP	total	https://www.thejockeyclub.co.uk/epsom/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	30	v0_1_candidate	United States	アメリカ	united-states	US Thoroughbred	thoroughbred_flat	Kentucky Derby		US Graded Stakes	GI	international	I	flat	dirt	2012	1 1/4 miles	3yo	May	2026-05-02	Churchill Downs	5000000	USD	total	https://www.churchilldowns.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	34	v0_1_candidate	Canada	カナダ	canada	Canadian Thoroughbred	thoroughbred_flat	King's Plate		Woodbine domestic classic	Stakes	domestic		flat	synthetic	2012	1 1/4 miles	3yo Canadian-bred	August	2026-08-15	Woodbine	1000000	CAD	total	https://woodbine.com/kingsplate/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	34	v0_1_candidate	Canada	カナダ	canada	Canadian Standardbred	harness_pace	Pepsi North America Cup		Standardbred stakes	Major stakes	international		harness_pace	track	1609	1 mile	3yo pacers	June	2026-06-13	Woodbine Mohawk Park	1000000	CAD	total	https://woodbine.com/mohawk/events/pepsi-north-america-cup/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	31	v0_1_candidate	Australia	オーストラリア	australia	Australian Thoroughbred	thoroughbred_flat	Melbourne Cup		Racing Australia/IFHA	G1	international	I	flat	turf	3200		3yo+ handicap	November	2026-11-03	Flemington	8660000	AUD	total	https://www.vrc.com.au/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	31	v0_1_candidate	Australia	オーストラリア	australia	Australian Harness	harness_pace	Inter Dominion Pacing Grand Final		Harness Racing Australia	Grand Final	international		harness_pace	track	2680					Albion Park	1015000	AUD	total	https://hra.harness.org.au/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; exact date to verify.
race	31	v0_1_candidate	Australia	オーストラリア	australia	Australian Harness	harness_trot	Inter Dominion Trotting Grand Final		Harness Racing Australia	Grand Final	international		harness_trot	track	2680					Albion Park	507500	AUD	total	https://hra.harness.org.au/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; exact date to verify.
race	32	v0_1_candidate	Ireland	アイルランド	ireland	Irish Thoroughbred	thoroughbred_flat	Irish Derby		IHRB/IFHA	G1	international	I	flat	turf	2414	1m4f approx.	3yo	June	2026-06-28	Curragh	1250000	EUR	total	https://www.curragh.ie/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	33	v0_1_candidate	France	フランス	france	French Thoroughbred	thoroughbred_flat	Prix de l'Arc de Triomphe		France Galop/IFHA	G1	international	I	flat	turf	2400		3yo+	October	2026-10-04	ParisLongchamp	5000000	EUR	total	https://www.france-galop.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	33	v0_1_candidate	France	フランス	france	French Trot	harness_trot	Prix d'Amérique Legend Race		LeTROT/UET	Group I	international		harness_trot	track	2700			January	2026-01-25	Vincennes	1000000	EUR	total	https://www.letrot.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	08	v0_1_candidate	Brazil	ブラジル	brazil	Brazil Thoroughbred	thoroughbred_flat	Grande Prêmio Brasil		JCB/IFHA	G1	international	I	flat	turf	2400			June	2026-06-14	Gávea	673200	BRL	total	https://jcb.com.br/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	42	v0_1_candidate	Germany	ドイツ	germany	German Thoroughbred	thoroughbred_flat	Deutsches Derby		Deutscher Galopp/IFHA	G1	international	I	flat	turf	2400		3yo	July	2026-07-05	Hamburg	650000	EUR	total	https://www.deutscher-galopp.de/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	44	v0_1_candidate	Spain	スペイン	spain	Spanish Thoroughbred	thoroughbred_flat	Gran Premio Villapadierna (Derby Español)		Spanish pattern	Listed	domestic	III	flat	turf	2400		3yo	June	2026-06-07	La Zarzuela	59500	EUR	total	https://www.hipodromodelazarzuela.es/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	52	v0_1_candidate	Slovakia	スロバキア	slovakia	Slovak Thoroughbred	thoroughbred_flat	Slovenské derby		Závodisko Bratislava	SVK Gd-3	domestic	III	flat	turf	2400		3yo	July	2026-07-19	Bratislava	40000	EUR	total	https://zavodisko.sk/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	37	v0_1_candidate	Malaysia	マレーシア	malaysia	Malaysian Thoroughbred	thoroughbred_flat	Tunku Gold Cup		Malaysian Pattern	G1	domestic	II	flat	turf	1200			March	2026-03-29	Selangor Turf Club	300000	MYR	total	https://www.selangorturfclub.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	35	v0_1_candidate	Saudi Arabia	サウジアラビア	saudi-arabia	Saudi Thoroughbred	thoroughbred_flat	Saudi Cup		IFHA	G1	international	II	flat	dirt	1800			February	2026-02-14	King Abdulaziz Racecourse	20000000	USD	total	https://jcsa.sa/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	27	v0_candidate	Barbados	バルバドス	barbados	Barbados Thoroughbred	thoroughbred_flat	Sandy Lane Barbados Gold Cup		Barbados Turf Club	BAR G1	domestic		flat	turf	1800			March	2026-03-07	Garrison Savannah	316500	BBD	total	https://www.barbadosturfclub.org/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; revalidate.
race	40	v0_1_candidate	Mauritius	モーリシャス	mauritius	Mauritius Thoroughbred	thoroughbred_flat	Phoenix Maiden Cup		Mauritius domestic	G1	domestic	III	flat	turf	2400			September	2026-09-06	Champ de Mars		MUR		https://www.mtcjockeyclub.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; purse to verify.
race	54	v0_1_candidate	Panama	パナマ	panama	Panama Thoroughbred	thoroughbred_flat	Clásico Presidente de la República		Panama domestic	Classic	domestic	II	flat	dirt	2100			June	2026-06-07	Hipódromo Presidente Remón		PAB		https://www.hipodromo.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; purse and exact classification to verify.
race	12	v0_candidate	Zimbabwe	ジンバブエ	zimbabwe	Zimbabwe Thoroughbred	thoroughbred_flat	Castle Tankard		Zimbabwe domestic	Grade 1	domestic	II	flat	turf	2000			May	2026-05-09	Borrowdale Park		USD		https://zimracing.com/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; purse to verify.
race	05	v0_candidate	Chile	チリ	chile	Chile Thoroughbred	thoroughbred_flat	El Ensayo		Chile pattern	G1	international	I	flat	turf	2400		3yo	November	2026-11-29	Club Hípico de Santiago		CLP		https://www.clubhipico.cl/	official_or_governing_body_seed	2026-09-06	seeded_needs_revalidation	Seeded from 2026 research; purse to verify.
